0	500	0
1	261	12
2	263	3
3	270	3
4	244	1
5	252	0
6	262	3
7	232	0
8	248	1
9	257	0
10	228	1
11	243	1
12	248	1
13	259	0
14	248	5
15	250	1
16	243	0
17	255	0
18	248	1
19	239	0
20	259	0
21	277	2
22	254	0
23	238	0
24	267	0
25	259	0
26	260	0
27	255	0
28	268	0
29	248	0
30	237	1
31	252	0
32	261	0
33	254	1
34	252	0
35	264	0
36	249	1
37	264	3
38	233	2
39	260	2
40	263	0
41	275	0
42	263	1
43	266	6
44	260	3
45	224	0
46	247	0
47	254	0
48	247	0
49	253	0
50	257	0
51	237	0
52	250	0
53	247	0
54	240	0
55	266	1
56	247	0
57	244	0
58	243	2
59	265	0
60	241	0
61	240	0
62	262	0
63	271	3
64	250	4
65	252	1
66	258	0
67	242	0
68	259	0
69	262	0
70	245	0
71	265	0
72	266	0
73	234	0
74	253	0
75	247	0
76	263	0
77	257	0
78	265	0
79	250	0
80	261	0
81	267	1
82	269	0
83	252	0
84	258	0
85	247	0
86	251	0
87	243	1
88	250	0
89	246	0
90	248	1
91	248	0
92	254	0
93	260	0
94	251	0
95	244	0
96	242	1
97	250	0
98	239	0
99	277	2
100	248	1
101	254	2
102	242	1
103	249	0
104	249	0
105	245	0
106	238	0
107	238	0
108	244	0
109	256	4
110	242	4
111	261	0
112	264	2
113	247	3
114	250	0
115	246	0
116	255	0
117	249	0
118	257	0
119	252	0
120	257	0
121	225	0
122	235	0
123	253	0
124	252	0
125	236	0
126	248	0
127	237	0
128	238	1
129	240	4
130	235	0
131	238	0
132	242	0
133	239	2
134	234	1
135	234	0
136	246	0
137	237	0
138	227	0
139	251	1
140	257	0
141	263	0
142	258	0
143	246	0
144	243	0
145	250	1
146	238	3
147	231	1
148	244	1
149	242	0
150	240	1
151	249	4
152	236	0
153	259	1
154	249	0
155	234	0
156	250	0
157	247	3
158	257	1
159	239	2
160	242	1
161	238	5
162	254	0
163	252	1
164	249	0
165	243	2
166	254	1
167	254	4
168	248	0
169	249	2
170	245	1
171	273	0
172	257	0
173	250	0
174	249	0
175	268	0
176	270	0
177	257	4
178	255	0
179	233	0
180	262	0
181	260	0
182	240	0
183	253	0
184	251	0
185	246	0
186	256	0
187	251	0
188	259	0
189	273	0
190	254	0
191	251	0
192	254	2
193	258	7
194	262	2
195	248	1
196	246	0
197	248	0
198	247	0
199	267	0
200	266	0
201	263	0
202	252	0
203	240	0
204	257	0
205	250	0
206	247	0
207	256	2
208	261	0
209	242	5
210	259	2
211	261	0
212	258	0
213	270	1
214	247	0
215	272	0
216	249	0
217	251	2
218	235	2
219	259	1
220	247	3
221	266	2
222	263	0
223	231	0
224	244	0
225	259	2
226	248	0
227	256	1
228	242	0
229	255	0
230	240	0
231	266	0
232	255	0
233	251	0
234	257	0
235	250	0
236	249	0
237	252	0
238	247	0
239	248	2
240	236	8
241	236	0
242	237	0
243	238	1
244	266	0
245	256	5
246	251	1
247	250	2
248	271	0
249	249	0
250	257	0
251	231	0
252	244	0
253	247	1
254	247	0
255	231	0
256	249	0
257	274	4
258	237	1
259	251	0
260	241	0
261	249	1
262	253	1
263	236	0
264	239	0
265	251	0
266	257	0
267	262	3
268	245	0
269	229	0
270	251	3
271	252	0
272	250	1
273	238	0
274	243	2
275	262	1
276	242	4
277	253	0
278	267	0
279	236	0
280	264	1
281	236	0
282	235	0
283	275	0
284	259	1
285	272	2
286	256	3
287	236	3
288	247	0
289	252	0
290	257	0
291	230	0
292	250	0
293	260	0
294	254	0
295	246	0
296	238	1
297	257	0
298	255	0
299	253	0
300	251	0
301	253	0
302	259	0
303	253	0
304	263	0
305	237	0
306	237	0
307	243	0
308	246	0
309	262	3
310	238	0
311	238	0
312	249	0
313	239	0
314	248	0
315	256	1
316	223	1
317	259	0
318	257	0
319	258	1
320	250	0
321	269	0
322	254	0
323	224	0
324	245	0
325	255	0
326	237	0
327	240	0
328	261	2
329	274	1
330	248	0
331	261	0
332	262	0
333	265	0
334	259	0
335	248	0
336	243	4
337	240	2
338	250	1
339	233	2
340	262	0
341	244	0
342	242	0
343	250	0
344	255	0
345	251	0
346	258	0
347	252	0
348	246	0
349	231	2
350	263	1
351	258	0
352	255	0
353	260	0
354	262	0
355	247	0
356	261	2
357	263	0
358	253	0
359	242	1
360	243	0
361	246	0
362	248	4
363	243	3
364	243	0
365	241	0
366	255	1
367	240	0
368	262	0
369	263	0
370	248	0
371	240	0
372	235	2
373	232	0
374	274	0
375	248	0
376	239	0
377	247	5
378	242	0
379	231	1
380	244	0
381	241	1
382	246	0
383	250	0
384	263	2
385	257	0
386	244	0
387	216	0
388	247	0
389	242	0
390	250	0
391	254	0
392	246	0
393	256	0
394	241	0
395	245	0
396	251	1
397	247	0
398	249	0
399	246	0
400	241	0
401	253	0
402	243	0
403	268	0
404	238	0
405	252	2
406	263	5
407	233	0
408	250	0
409	255	0
410	235	1
411	256	0
412	246	2
413	260	1
414	243	0
415	265	0
416	231	2
417	254	0
418	253	0
419	225	5
420	252	0
421	223	0
422	250	0
423	241	0
424	237	0
425	261	0
426	254	0
427	241	0
428	283	1
429	238	0
430	251	2
431	253	1
432	256	1
433	240	0
434	236	2
435	270	0
436	232	0
437	241	1
438	248	0
439	243	0
440	250	0
441	266	0
442	248	0
443	243	0
444	269	1
445	246	0
446	254	0
447	242	0
448	252	0
449	245	1
450	244	0
451	243	0
452	246	0
453	251	0
