0	2000	0
1	978	0
2	993	0
3	1020	0
4	1021	2
5	998	10
6	975	1
7	1008	0
8	1028	0
9	987	0
10	978	1
11	1008	9
12	1021	6
13	998	0
14	974	0
15	969	0
16	997	20
17	993	8
18	1016	2
19	997	4
20	1003	4
21	1020	0
22	996	2
23	1035	2
24	1013	0
25	971	5
26	1011	0
27	983	1
28	1043	9
29	1008	14
30	1031	1
31	1010	0
32	1000	0
33	1043	1
34	1008	0
35	1039	0
36	1027	0
37	991	0
38	1014	0
39	968	0
40	1007	0
41	982	0
42	1010	4
43	992	0
44	931	1
45	974	15
46	988	12
47	979	0
48	979	3
49	1005	6
50	990	10
51	986	0
52	973	0
53	1029	0
54	1004	0
55	1028	0
56	1003	0
57	991	12
58	1016	6
59	980	0
60	1019	0
61	1005	1
62	1011	1
63	1038	0
64	1018	0
65	969	0
66	1034	0
67	995	1
68	996	0
69	997	0
70	992	0
71	993	0
72	1073	0
73	977	0
74	1000	2
75	972	0
76	991	0
77	1001	0
78	1035	1
79	984	11
80	989	5
81	1023	0
82	1018	2
83	1029	0
84	1012	0
85	987	13
86	985	6
87	952	4
88	1009	0
89	1022	0
90	974	0
91	1003	4
92	1008	16
93	1035	1
94	1020	5
95	983	2
96	1008	0
97	1000	0
98	1015	0
99	1004	1
100	981	1
101	995	0
102	1020	2
103	973	1
104	991	0
105	1013	0
106	1029	0
107	1004	0
108	997	0
109	1011	1
110	1003	0
111	1032	0
112	962	0
113	1021	0
114	991	3
115	1040	0
116	1019	0
117	999	0
118	991	0
119	981	0
120	999	0
121	1025	0
122	1097	0
123	999	0
124	1002	0
125	986	0
126	1003	1
127	955	4
128	1021	16
129	1007	5
130	1006	0
131	1029	0
132	967	2
133	1025	0
134	1038	0
135	1002	0
136	975	0
137	1042	0
138	989	0
139	1007	0
140	1018	0
141	994	0
142	983	0
143	992	0
144	994	0
145	976	0
146	996	4
147	1008	0
148	1020	0
149	983	8
150	989	32
151	1052	126
152	1051	0
153	984	3
154	1041	0
155	1004	0
156	1017	0
157	1003	0
158	967	0
159	990	0
160	970	0
161	966	0
162	976	0
163	1015	1
164	1002	1
165	1010	0
166	989	1
167	1003	4
168	986	0
169	982	1
170	1011	0
171	994	2
172	1004	0
173	1006	0
174	966	0
175	990	10
176	978	1
177	1020	2
178	972	0
179	1001	0
180	978	17
181	963	0
182	1020	0
183	964	0
184	1012	0
185	979	13
186	996	1
187	1000	0
