0	500	0
1	266	29
2	251	3
3	252	5
4	251	8
5	234	0
6	245	6
7	238	30
8	249	11
9	244	0
10	240	1
11	262	4
12	206	2
13	263	0
14	260	19
15	241	14
16	256	5
17	251	8
18	246	8
19	249	17
20	222	15
21	251	13
22	252	13
23	241	28
24	264	0
25	227	2
26	214	11
27	238	5
28	249	26
29	254	14
30	259	2
31	243	13
32	244	10
33	249	13
34	242	2
35	245	1
36	242	4
37	231	17
38	235	7
39	243	0
40	260	0
41	261	1
42	249	14
43	229	11
44	257	3
45	237	7
46	231	20
47	263	5
48	245	6
49	279	11
50	264	13
51	250	0
52	254	0
53	247	4
54	246	0
55	273	3
56	261	5
57	231	0
58	222	2
59	258	7
60	252	26
61	251	17
62	253	5
63	244	0
64	265	8
65	259	13
66	259	22
67	269	19
68	280	20
69	272	12
70	251	14
71	243	3
72	223	20
73	273	18
74	256	0
75	245	4
76	245	6
77	237	5
78	251	24
79	258	10
80	253	13
81	237	0
82	242	1
83	237	6
84	245	20
85	252	0
86	256	12
87	245	18
88	248	13
89	227	1
90	237	0
91	247	3
92	238	5
93	246	10
94	232	16
95	243	12
96	244	0
97	248	14
98	255	24
99	240	2
100	233	0
101	258	37
102	243	4
103	250	9
104	248	2
105	241	8
106	255	15
107	250	8
108	256	2
109	247	14
110	254	25
111	270	15
112	264	11
113	258	0
114	250	20
115	264	4
116	249	0
117	241	19
118	240	9
119	242	7
120	238	2
121	254	4
122	261	5
123	241	10
124	244	11
125	250	4
126	266	0
127	243	7
128	266	3
129	256	5
130	266	20
131	252	9
132	259	5
133	265	7
134	248	2
135	248	1
136	252	8
137	251	5
138	256	4
139	236	19
140	248	10
141	249	8
142	257	0
143	257	6
144	248	3
145	242	0
146	232	7
147	249	12
148	249	4
149	257	3
150	266	15
151	262	0
152	251	0
153	255	1
154	238	7
155	256	12
156	256	7
157	257	16
158	238	2
159	255	0
160	247	0
161	243	9
162	251	15
163	265	15
164	230	22
165	246	12
166	242	23
167	263	23
168	258	8
169	252	0
170	262	20
171	247	28
172	240	20
173	261	5
174	287	11
175	243	0
176	241	9
177	230	4
178	246	4
179	263	24
180	243	7
181	237	4
182	240	4
183	262	8
184	251	10
185	240	15
186	256	7
187	252	11
188	249	7
189	255	16
190	249	13
191	258	5
192	228	8
193	270	17
194	246	15
195	231	15
196	254	16
197	273	11
198	259	25
199	265	9
200	263	14
201	265	0
202	248	0
203	252	5
204	232	8
205	259	1
206	259	4
207	241	5
208	245	4
209	250	5
210	247	8
211	244	5
212	225	8
213	258	3
214	249	0
215	229	20
216	238	8
217	267	6
218	252	8
219	244	8
220	276	1
221	250	5
222	248	9
223	250	3
224	251	3
225	241	8
226	247	0
227	253	4
228	250	14
229	226	10
230	273	10
231	241	25
232	235	11
233	248	20
234	261	9
235	272	12
236	256	13
237	237	11
238	248	11
239	254	10
240	260	5
241	251	4
242	245	4
243	250	7
244	265	24
245	256	22
246	242	3
247	241	12
248	252	13
249	254	9
250	267	16
251	253	0
252	255	0
253	233	20
254	260	11
255	264	0
256	242	11
257	250	1
258	242	8
259	258	13
260	245	2
261	244	7
262	256	5
263	247	1
264	238	20
265	255	19
266	263	27
267	260	8
268	229	19
269	253	28
270	263	10
271	254	23
272	245	22
273	245	21
274	252	1
275	257	6
276	256	15
277	257	2
278	248	0
279	259	8
280	269	7
281	251	0
282	244	0
283	246	6
284	228	13
285	251	10
286	242	25
287	256	5
288	245	2
289	264	5
290	277	1
291	239	8
292	252	1
293	256	0
294	260	3
295	243	0
296	252	4
297	250	5
298	243	12
299	238	9
300	266	17
301	263	0
302	245	0
303	264	3
304	251	3
305	254	0
306	251	10
307	238	4
308	245	9
309	240	21
310	261	25
311	257	14
312	250	13
313	245	22
314	240	11
315	263	18
316	217	10
317	254	2
318	267	1
319	241	9
320	241	1
321	254	2
322	238	12
323	247	14
324	270	0
325	242	3
326	248	3
327	254	1
328	261	1
329	243	2
330	235	7
331	259	6
332	242	0
333	248	8
334	255	10
335	230	11
336	241	14
337	235	5
338	262	23
339	239	11
340	268	0
341	257	9
